,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
5423,376773,"['Three people with a baseball equipment standing in an open area.', 'Three boys in street with baseball gear next to a building.', 'Three children who are holding baseball equipment. ', 'A group of kids are standing together holding baseball gloves and a bat.', 'Three children waving to standing on a baseball field.']",a group of three kids standing on top of a dirt field.,a couple of people standing next to each other,a group of young men playing a game of baseball.,a group of young men playing a game of soccer.,young
5424,376891,"['Woman selling doughnuts with doughnut stock in the background.', 'a person behind the counter of a bakery', 'A cashier standing beside the cashier at a bakery shop. ', 'A person standing behind a counter at a doughnut shop.', 'A pretty lady working behind the counter at a bakery.']",a man standing behind the counter of a donut shop.,a man standing in front of a doughnut shop,a man standing in front of a display case filled with donuts.,a man standing in front of a display of donuts.,old
5425,376900,"['A tennis player prepares to serve a tennis ball.', 'a tennis player in all white playing on a court ', 'A tennis player is reaching up with one arm and has a racquet in the other hand. ', 'The tennis player throws the ball up to serve', 'Spectators watching a man swinging at a tennis ball.']",a man holding a tennis racquet on top of a tennis court.,a man holding a tennis racquet on a tennis court,a man is playing tennis on a tennis court.,a male tennis player in action on the court.,old
5426,376939,"['a little boy in shallow water on a surf board', 'A boy is surfing while a man cheers him on.', 'A young boy who is surfing on a surfboard.', 'This is a man teaching a smaller child to surf.', 'A man is behind a young boy trying to ride a surfboard.']",a man standing next to a boy on a surfboard.,a man riding a surfboard on top of a wave,a man riding a wave on top of a surfboard.,a man on a surfboard in the water.,young
5427,376959,"['A baby in a high chair with paper on the table in front of her', 'Small girl holding recorder near a table with unfinished drawing', 'A young girl sits, holding a phone, looking aghast.', 'A little girl that is sitting in front of a table.', 'Little girl sitting at a table in front of a piece of paper.']",a little girl sitting at a table with a cell phone.,a young child sitting at a table with a book,a little boy that is sitting in front of a table.,a little girl sitting at a table eating a donut.,young
5428,377097,"['there is a man that is posing for a picture in front of donuts', 'a man standing in front of a big display case of donuts ', 'A man standing behind the counter at a doughnut shop.', 'A man is standing in front of a case filled with pastries.\n', 'A man standing in front of a bunch of doughnuts.']",a man standing behind a counter in a doughnut shop.,a man standing in front of a display case,a woman standing in front of an open refrigerator.,a person in a kitchen preparing food.,old
5429,377111,"['A boy is doing a trick on a skateboard', 'A young man doing tricks on a skateboard using a bench', 'A guy on a skate board up in the air.', 'THERE IS A BOY THAT IS JUMPING ON THE SKATE BOARD', 'Boy on a skateboard in mid air at a public space.']",a person jumping a skate board in the air,a person jumping a skate board in the air,a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp.,young
5430,377113,"['A person on some skis in the water.', 'a water skier in a red and white shirt and hat', 'A young man on water skis at competition.', 'A boy wearing  skating boats in water', 'A person engaging in a water sport with skis on. ']",a man riding skis down a snow covered slope.,a young man riding skis down a snow covered slope,a man riding skis down a snow covered slope.,a man riding a snowboard down a snow covered slope.,young
5431,377155,"['A beautiful woman holding an umbrella over her head.', 'A small part of a yard shows a fence, grass, and a woman standing cross-legged under a big umbrella with light playing over it, inside what looks like an assemblage of long metal struts going upwards.   ', 'A woman is holding an umbrella in the middle of several streamers.', 'A woman that is standing under an illuminated umbrella.', 'A woman that is standing in the grass with an umbrella.']",a woman standing under an umbrella in front of a fence.,a woman standing next to a surfboard,a woman holding an umbrella in the rain.,a woman in a dress holding an umbrella.,young
5432,377239,"['A woman holding a cigarette smiling at the camera on a sunny day.', 'a beautiful lady walking with a pink umbrella holding bottled water and a cigarette.', 'A dark skinned woman posses beneath an umbrella. ', 'A woman standing outside under a pink umbrella.', 'A woman with an umbrella on the street.']",a woman holding a pink umbrella in the rain.,a woman is sitting under a pink umbrella,a woman holding an umbrella in the rain.,a woman with an umbrella is walking down the street.,old
5433,377352,"['Two bikers riding their bikes on the road stopped in front of the line. ', 'Two motorcyclists sit on their bikes, side by side in traffic.', 'Two motorcycle riders talking on the side of the road. ', 'Two men that are sitting on motorcycles in the street.', 'Two men are sitting at an intersection on motorcycles.']",two people riding motorcycles on a city street,a man riding a motorcycle down a street,a man riding on the back of a motorcycle.,a man riding a motorcycle down a street.,old
5434,377361,"['A woman smiling while standing next to a giraffe.', 'A lady with pink hair feeding a giraffe.', 'a giraffe taking a leaf from a smiling woman ', 'A woman holding her hand up near a giraffes mouth.', 'A girl with pink hair standing next to a giraffe.']",a woman standing next to a giraffe on a dirt field.,a woman is standing next to a giraffe,a woman is feeding a giraffe at a zoo.,a woman is feeding a giraffe through a fence.,old
5435,377385,"['A tennis player is lunging for the ball. ', 'A woman hitting a tennis ball with a tennis racquet.', 'a woman tennis player in a white top is playing tennis', 'A tennis player looks at a tennis ball as she lifts up a tennis racket.', 'A woman is reaching to strike a tennis ball']",a woman hitting a tennis ball with a tennis racquet.,a person jumping in the air with a surfboard,a tennis player swinging a racket at a ball.,a tennis player swinging a racket at a ball.,old
5436,377652,"['A couple of people are kiteboarding in the water. ', 'A person holds onto a handle and rides on the water.', 'A person in a wetsuit being pulled out of the water by a kite board.', 'A man in black wetsuit windsurfing on water.', 'Man in air with board in ocean and waves with background swimmer']",a man riding a surfboard on top of a wave in the ocean.,a person on a surfboard in the water,a man riding a kiteboard on top of a wave in the ocean.,a person on a surfboard in the water.,old
